31903,32663,32950,33313,32699,32224,37324,33533,35457,32368,36708,35844,27236,29344,28321,31120,25533,33673,29540
32316,29968,33023,33131,32442,32224,37324,33533,35457,32368,36708,35844,27236,29344,28321,31120,25533,33673,29540
32735,30447,33087,32986,32366,32224,37324,33533,35457,32368,36708,35844,27236,29344,28321,31120,25533,33673,29540
32654,32116,33051,33029,32323,32224,37324,33533,35457,32368,36708,35844,27236,29344,28321,31120,25533,33673,29540
32480,32263,32963,33093,32551,32224,37324,33533,35457,32368,36708,35844,27236,29344,28321,31120,25533,33673,29540
32811,32503,32666,32992,32357,32224,37324,33533,35457,32368,36708,35844,27236,29344,28321,31120,25533,33673,29540
33412,31634,32500,33154,32206,32224,37324,33533,35457,32368,36708,35844,27236,29344,28321,31120,25533,33673,29540
32948,32531,32616,33281,32327,32224,37324,33533,35457,32368,36708,35844,27236,29344,28321,31120,25533,33673,29540
32018,34729,32633,32953,32448,32224,37324,33533,35457,32368,36708,35844,27236,29344,28321,31120,25533,33673,29540
32864,34638,32887,33111,32479,32224,37324,33533,35457,32368,36708,35844,27236,29344,28321,31120,25533,33673,29540
34012,33163,32985,33138,32638,32202,37307,33516,35537,32292,36592,35768,27280,29328,28496,31037,27768,33829,31742
33822,33231,32826,33007,32775,32202,37307,33516,35537,32292,36592,35768,27280,29328,28496,31037,27768,33829,31742
33069,33317,32543,33136,32794,32202,37307,33516,35537,32292,36592,35768,27280,29328,28496,31037,27768,33829,31742
32598,32665,32329,33225,32757,32202,37307,33516,35537,32292,36592,35768,27280,29328,28496,31037,27768,33829,31742
33202,32395,32506,33317,32642,32202,37307,33516,35537,32292,36592,35768,27280,29328,28496,31037,27768,33829,31742
34008,32605,32599,33011,32898,32202,37307,33516,35537,32292,36592,35768,27280,29328,28496,31037,27768,33829,31742
33974,32599,32602,33130,33033,32202,37307,33516,35537,32292,36592,35768,27280,29328,28496,31037,27768,33829,31742
32958,32567,32679,33371,33083,32202,37307,33516,35537,32292,36592,35768,27280,29328,28496,31037,27768,33829,31742
31874,32553,33113,33255,33395,32202,37307,33516,35537,32292,36592,35768,27280,29328,28496,31037,27768,33829,31742
31195,32627,33351,33237,33164,32202,37307,33516,35537,32292,36592,35768,27280,29328,28496,31037,27768,33829,31742
31014,32556,33063,33239,33154,32140,37258,33496,35376,32257,36561,35808,27272,29102,28744,30637,28744,31987,30004
31552,32459,32839,33015,32861,32140,37258,33496,35376,32257,36561,35808,27272,29102,28744,30637,28744,31987,30004
31730,32681,32743,33154,32691,32140,37258,33496,35376,32257,36561,35808,27272,29102,28744,30637,28744,31987,30004
31829,32679,32799,33313,32662,32140,37258,33496,35376,32257,36561,35808,27272,29102,28744,30637,28744,31987,30004
33262,32719,32775,32980,32742,32140,37258,33496,35376,32257,36561,35808,27272,29102,28744,30637,28744,31987,30004
34609,32770,32838,33112,32623,32140,37258,33496,35376,32257,36561,35808,27272,29102,28744,30637,28744,31987,30004
35245,32861,33062,33333,32962,32140,37258,33496,35376,32257,36561,35808,27272,29102,28744,30637,28744,31987,30004
34514,32835,33015,33083,32724,32140,37258,33496,35376,32257,36561,35808,27272,29102,28744,30637,28744,31987,30004
33069,32786,32663,33197,32819,32140,37258,33496,35376,32257,36561,35808,27272,29102,28744,30637,28744,31987,30004
32520,32692,32430,33295,32653,32140,37258,33496,35376,32257,36561,35808,27272,29102,28744,30637,28744,31987,30004
32583,32719,32431,32963,32671,32073,37216,33524,35540,32270,36568,35696,27204,28738,29161,30665,29140,32597,29188
31664,33315,32574,33195,32454,32073,37216,33524,35540,32270,36568,35696,27204,28738,29161,30665,29140,32597,29188
31595,33527,32746,33214,32573,32073,37216,33524,35540,32270,36568,35696,27204,28738,29161,30665,29140,32597,29188
32380,34487,32789,33124,32447,32073,37216,33524,35540,32270,36568,35696,27204,28738,29161,30665,29140,32597,29188
33108,34137,32791,33327,32758,32073,37216,33524,35540,32270,36568,35696,27204,28738,29161,30665,29140,32597,29188
33393,31261,32822,33149,32475,32073,37216,33524,35540,32270,36568,35696,27204,28738,29161,30665,29140,32597,29188
33577,30598,32653,32991,32631,32073,37216,33524,35540,32270,36568,35696,27204,28738,29161,30665,29140,32597,29188
32774,28797,32751,33094,32552,32073,37216,33524,35540,32270,36568,35696,27204,28738,29161,30665,29140,32597,29188
32402,31405,32827,32831,32871,32073,37216,33524,35540,32270,36568,35696,27204,28738,29161,30665,29140,32597,29188
33612,34875,32836,32869,32972,32073,37216,33524,35540,32270,36568,35696,27204,28738,29161,30665,29140,32597,29188
33568,35189,32805,33319,33111,32010,37254,33546,35524,32228,36612,35716,27260,28722,29280,29957,28662,30612,28041
31849,34451,32901,33415,33330,32010,37254,33546,35524,32228,36612,35716,27260,28722,29280,29957,28662,30612,28041
31218,33163,32775,33082,33296,32010,37254,33546,35524,32228,36612,35716,27260,28722,29280,29957,28662,30612,28041
31762,32671,32743,33199,33366,32010,37254,33546,35524,32228,36612,35716,27260,28722,29280,29957,28662,30612,28041
32260,32173,32677,33293,33340,32010,37254,33546,35524,32228,36612,35716,27260,28722,29280,29957,28662,30612,28041
32591,32390,32591,33083,33207,32010,37254,33546,35524,32228,36612,35716,27260,28722,29280,29957,28662,30612,28041
32555,33423,32467,33031,33267,32010,37254,33546,35524,32228,36612,35716,27260,28722,29280,29957,28662,30612,28041
32617,33467,32583,33234,32903,32010,37254,33546,35524,32228,36612,35716,27260,28722,29280,29957,28662,30612,28041
32883,33227,32507,33312,32899,32010,37254,33546,35524,32228,36612,35716,27260,28722,29280,29957,28662,30612,28041
33302,32505,32280,33086,32628,32010,37254,33546,35524,32228,36612,35716,27260,28722,29280,29957,28662,30612,28041
32632,31431,32478,33267,32606,32000,37336,33488,35596,32232,36653,35856,27282,29061,29111,29088,25998,29981,27872
33325,32514,32707,33217,32595,32000,37336,33488,35596,32232,36653,35856,27282,29061,29111,29088,25998,29981,27872
32208,32960,32466,32959,32997,32000,37336,33488,35596,32232,36653,35856,27282,29061,29111,29088,25998,29981,27872
31891,32585,32384,33081,32891,32000,37336,33488,35596,32232,36653,35856,27282,29061,29111,29088,25998,29981,27872
32005,32305,32797,32965,32727,32000,37336,33488,35596,32232,36653,35856,27282,29061,29111,29088,25998,29981,27872
31300,32326,33327,32871,32653,32000,37336,33488,35596,32232,36653,35856,27282,29061,29111,29088,25998,29981,27872
31399,32415,33486,33093,32547,32000,37336,33488,35596,32232,36653,35856,27282,29061,29111,29088,25998,29981,27872
33371,32473,33001,33262,32679,32000,37336,33488,35596,32232,36653,35856,27282,29061,29111,29088,25998,29981,27872
34979,32626,32631,33125,32718,32000,37336,33488,35596,32232,36653,35856,27282,29061,29111,29088,25998,29981,27872
34770,32759,32510,33263,32881,32000,37336,33488,35596,32232,36653,35856,27282,29061,29111,29088,25998,29981,27872
34632,32794,32542,33261,32873,32040,37378,33544,35380,32296,36616,35802,27194,29364,29329,28492,29943,33029,27365
33818,32786,32515,33055,32745,32040,37378,33544,35380,32296,36616,35802,27194,29364,29329,28492,29943,33029,27365
34492,32796,32447,33031,32892,32040,37378,33544,35380,32296,36616,35802,27194,29364,29329,28492,29943,33029,27365
34468,33240,32450,33235,32785,32040,37378,33544,35380,32296,36616,35802,27194,29364,29329,28492,29943,33029,27365
33821,33654,32929,33083,32792,32040,37378,33544,35380,32296,36616,35802,27194,29364,29329,28492,29943,33029,27365
32613,32946,33778,33194,32631,32040,37378,33544,35380,32296,36616,35802,27194,29364,29329,28492,29943,33029,27365
31244,32677,33493,33298,32625,32040,37378,33544,35380,32296,36616,35802,27194,29364,29329,28492,29943,33029,27365
30867,32491,32765,33018,32687,32040,37378,33544,35380,32296,36616,35802,27194,29364,29329,28492,29943,33029,27365
31865,32093,32705,33094,32611,32040,37378,33544,35380,32296,36616,35802,27194,29364,29329,28492,29943,33029,27365
32637,31785,32743,33081,32687,32040,37378,33544,35380,32296,36616,35802,27194,29364,29329,28492,29943,33029,27365
32769,31926,32847,32961,32523,32075,37308,33548,35516,32289,36592,35824,27184,29704,29404,27692,27045,29240,29601
33048,33547,32675,32957,32580,32075,37308,33548,35516,32289,36592,35824,27184,29704,29404,27692,27045,29240,29601
33558,34439,32630,33103,32628,32075,37308,33548,35516,32289,36592,35824,27184,29704,29404,27692,27045,29240,29601
33763,34007,32613,33029,32603,32075,37308,33548,35516,32289,36592,35824,27184,29704,29404,27692,27045,29240,29601
33264,33619,32729,33095,32610,32075,37308,33548,35516,32289,36592,35824,27184,29704,29404,27692,27045,29240,29601
32213,33599,32843,33338,32663,32075,37308,33548,35516,32289,36592,35824,27184,29704,29404,27692,27045,29240,29601
31738,32524,32829,33139,32867,32075,37308,33548,35516,32289,36592,35824,27184,29704,29404,27692,27045,29240,29601
31884,32251,32896,33227,32879,32075,37308,33548,35516,32289,36592,35824,27184,29704,29404,27692,27045,29240,29601
32218,32067,32774,33255,32871,32075,37308,33548,35516,32289,36592,35824,27184,29704,29404,27692,27045,29240,29601
32534,33041,32733,33041,32923,32075,37308,33548,35516,32289,36592,35824,27184,29704,29404,27692,27045,29240,29601
32720,32985,32668,33191,32711,31996,37296,33629,35410,32208,36612,35792,27206,29573,29701,27396,28729,33208,27296
32920,32639,32674,33210,32722,31996,37296,33629,35410,32208,36612,35792,27206,29573,29701,27396,28729,33208,27296
32798,32479,32664,32981,32766,31996,37296,33629,35410,32208,36612,35792,27206,29573,29701,27396,28729,33208,27296
31807,32553,32754,33206,32937,31996,37296,33629,35410,32208,36612,35792,27206,29573,29701,27396,28729,33208,27296
31494,32767,32670,33109,33053,31996,37296,33629,35410,32208,36612,35792,27206,29573,29701,27396,28729,33208,27296
31964,32539,32439,33022,33039,31996,37296,33629,35410,32208,36612,35792,27206,29573,29701,27396,28729,33208,27296
31060,32535,32626,33227,33091,31996,37296,33629,35410,32208,36612,35792,27206,29573,29701,27396,28729,33208,27296
30815,32722,33059,33103,33166,31996,37296,33629,35410,32208,36612,35792,27206,29573,29701,27396,28729,33208,27296
30664,32919,32953,33119,32889,31996,37296,33629,35410,32208,36612,35792,27206,29573,29701,27396,28729,33208,27296
31647,33308,33077,33337,32959,31996,37296,33629,35410,32208,36612,35792,27206,29573,29701,27396,28729,33208,27296
33408,33567,32792,33189,32755,32036,37304,33722,35560,32116,36669,35874,27312,29448,29780,27196,30329,33088,28978
34649,33423,32595,33115,32705,32036,37304,33722,35560,32116,36669,35874,27312,29448,29780,27196,30329,33088,28978
35152,33383,32495,33315,32315,32036,37304,33722,35560,32116,36669,35874,27312,29448,29780,27196,30329,33088,28978
35860,33507,32692,33085,32329,32036,37304,33722,35560,32116,36669,35874,27312,29448,29780,27196,30329,33088,28978
35147,32406,32611,33094,32332,32036,37304,33722,35560,32116,36669,35874,27312,29448,29780,27196,30329,33088,28978
33963,31354,32276,33149,32365,32036,37304,33722,35560,32116,36669,35874,27312,29448,29780,27196,30329,33088,28978
34371,29102,32407,32725,32706,32036,37304,33722,35560,32116,36669,35874,27312,29448,29780,27196,30329,33088,28978
33759,30046,32746,32903,32655,32036,37304,33722,35560,32116,36669,35874,27312,29448,29780,27196,30329,33088,28978
32567,32875,32946,32978,32634,32036,37304,33722,35560,32116,36669,35874,27312,29448,29780,27196,30329,33088,28978
32416,33686,33087,33113,32531,32036,37304,33722,35560,32116,36669,35874,27312,29448,29780,27196,30329,33088,28978
32465,31747,32853,33316,32727,32108,37302,33760,35564,32098,36612,36000,27296,29278,29896,27004,28536,29565,28828
32121,31449,32789,33096,32814,32108,37302,33760,35564,32098,36612,36000,27296,29278,29896,27004,28536,29565,28828
32773,33527,32696,33139,32697,32108,37302,33760,35564,32098,36612,36000,27296,29278,29896,27004,28536,29565,28828
32772,34027,32641,33287,32446,32108,37302,33760,35564,32098,36612,36000,27296,29278,29896,27004,28536,29565,28828
32804,33415,32946,33247,32556,32108,37302,33760,35564,32098,36612,36000,27296,29278,29896,27004,28536,29565,28828
32914,32919,32950,33127,32551,32108,37302,33760,35564,32098,36612,36000,27296,29278,29896,27004,28536,29565,28828
32741,32567,32991,33177,32775,32108,37302,33760,35564,32098,36612,36000,27296,29278,29896,27004,28536,29565,28828
32134,33262,32998,33235,32934,32108,37302,33760,35564,32098,36612,36000,27296,29278,29896,27004,28536,29565,28828
31790,33726,32873,33153,33180,32108,37302,33760,35564,32098,36612,36000,27296,29278,29896,27004,28536,29565,28828
31854,34429,32797,33108,33428,32108,37302,33760,35564,32098,36612,36000,27296,29278,29896,27004,28536,29565,28828
31996,34733,32811,33385,33186,32168,37268,33728,35354,32224,36513,35980,27290,29098,30093,27205,28274,29232,27805
31573,33094,32694,33331,33043,32168,37268,33728,35354,32224,36513,35980,27290,29098,30093,27205,28274,29232,27805
31740,31098,32633,33083,33015,32168,37268,33728,35354,32224,36513,35980,27290,29098,30093,27205,28274,29232,27805
32160,30519,32598,32895,32804,32168,37268,33728,35354,32224,36513,35980,27290,29098,30093,27205,28274,29232,27805
32101,34130,32666,32909,32743,32168,37268,33728,35354,32224,36513,35980,27290,29098,30093,27205,28274,29232,27805
32328,33967,32588,33107,32884,32168,37268,33728,35354,32224,36513,35980,27290,29098,30093,27205,28274,29232,27805
32462,30741,32425,33078,32871,32168,37268,33728,35354,32224,36513,35980,27290,29098,30093,27205,28274,29232,27805
33043,28852,32617,32850,33117,32168,37268,33728,35354,32224,36513,35980,27290,29098,30093,27205,28274,29232,27805
33377,30813,32838,32988,32903,32168,37268,33728,35354,32224,36513,35980,27290,29098,30093,27205,28274,29232,27805
33154,34031,32969,33257,33071,32168,37268,33728,35354,32224,36513,35980,27290,29098,30093,27205,28274,29232,27805
33378,35135,32943,33297,33059,32250,37266,33748,35324,32334,36492,36012,27232,29232,30276,27586,30512,31752,28328
33936,34914,32939,33248,32955,32250,37266,33748,35324,32334,36492,36012,27232,29232,30276,27586,30512,31752,28328
